name,calories,carbohydrate,total_fat,protein,cluster,day
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",154.0,0.0,7.1,21.17,0,Monday
"Breakfast bars, coconut (include granola bar), raisins, sugar, oats",464.0,66.7,18.0,9.8,2,Monday
"Cereals ready-to-eat, SPECIAL K Vanilla Almond, KELLOGG'S",366.0,83.0,4.0,7.8,1,Monday
"MURRAY, Butter Cookies, COOKIE JAR CLASSICS",463.0,74.3,16.0,7.2,2,Monday
"Soybeans, no salt added, roasted, mature seeds",469.0,30.22,25.0,38.55,2,Monday
"Cookies, prepared from recipe, brownies",466.0,50.2,29.0,6.2,2,Monday
"Fish, raw, flatfish (flounder and sole species)",70.0,0.0,1.9,12.41,0,Monday
"Pork, raw, separable lean only, bone-in, sirloin (chops or roasts), loin, fresh",129.0,0.0,4.0,21.65,0,Monday
"Babyfood, prune and orange, juice",70.0,16.8,0.3,0.6,0,Monday
"Ice cream, added peanuts and chocolate sauce, cone, no sugar added, lowfat",265.0,40.01,9.3,5.33,1,Monday
"Oil, (partially hydrogenated), linoleic, sunflower",884.0,0.0,100.0,0.0,2,Monday
"CAMPBELL'S, condensed, Cream of Mushroom with Roasted Garlic Soup",56.0,8.06,2.0,1.61,0,Monday
"Soymilk, unfortified, chocolate",63.0,9.95,1.5,2.26,0,Monday
"APPLEBEE'S, from kids' menu, chicken tenders",296.0,18.36,16.0,19.25,1,Monday
"Cereals ready-to-eat, plain, toasted, wheat germ",382.0,49.6,11.0,29.1,1,Monday
"Cereals ready-to-eat, bagged cereal, Shredded Wheat, QUAKER",348.0,81.01,2.0,11.24,1,Monday
"Sauerkraut, solids and liquids, canned",19.0,4.28,0.1,0.91,0,Monday
"Nuts, raw, pistachio nuts",560.0,27.17,45.0,20.16,2,Monday
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",171.0,0.0,9.2,22.19,0,Monday
"Fast foods, regular patty; with condiments, hamburger; single",263.0,29.57,10.0,13.3,1,Monday
"Game meat, raw, separable lean only, shoulder clod, chuck, bison",119.0,0.0,3.2,21.12,0,Monday
"Toaster pastries, toasted (include apple, blueberry, cherry, strawberry), fruit",409.0,72.7,11.0,4.7,1,Monday
"Turkey roast, raw, light and dark meat, seasoned, frozen, boneless",120.0,6.4,2.2,17.6,0,Monday
"Cereals ready-to-eat, CHEERIOS, GENERAL MILLS",376.0,73.23,6.7,12.09,1,Monday
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",209.0,0.0,14.0,18.47,1,Monday
"Beverages, without caffeine, lemon-lime, SPRITE, carbonated",40.0,10.14,0.0,0.05,0,Monday
"CAMPBELL'S CHUNKY Soups, Grilled Sirloin Steak with Hearty Vegetables Soup",51.0,7.76,0.8,3.27,0,Monday
"Pork, braised, cooked, separable lean only, whole, loin, fresh",204.0,0.0,9.1,28.57,0,Monday
"Sauce, ready-to-serve, tartar",211.0,13.3,17.0,1.0,1,Monday
"PREGO Pasta, ready-to-serve, Heart Smart- Traditional Sauce",54.0,10.0,1.2,1.54,0,Monday
"Pomegranates, raw",83.0,18.7,1.2,1.67,0,Monday
"Snacks, reduced fat, nacho-flavor, tortilla chips",445.0,71.6,15.0,8.7,2,Monday
"Beef, pan-fried, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, top round, round",266.0,0.0,14.0,32.99,1,Monday
"Beverages, with non dairy creamer, decaffeinated, sweetened, vanilla, instant, coffee",465.0,86.28,13.0,0.0,2,Monday
"PACE, Tequila Lime Salsa",47.0,9.38,0.0,0.0,0,Monday
"Lamb, raw, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",134.0,0.0,5.3,20.21,0,Monday
"Noodles, dry, enriched, spinach, egg",382.0,70.32,4.6,14.61,1,Monday
"Soup, prepared with equal volume water, canned, minestrone",34.0,4.66,1.0,1.77,0,Monday
"McDONALD'S, BIG BREAKFAST",285.0,17.5,19.0,10.16,1,Monday
"Deer (venison), raw (Alaska Native), sitka",116.0,0.0,2.7,21.5,0,Monday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",244.0,0.0,19.0,18.85,1,Monday
"Pork, cooked, separable lean only, composite of trimmed retail cuts (leg, loin, and shoulder), fresh",201.0,0.0,9.2,27.51,0,Monday
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468.0,72.23,18.0,5.17,2,Monday
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",122.0,0.0,4.2,21.05,0,Monday
"Beverages, decaffeinated, prepared with tap water, brewed, black, tea",1.0,0.3,0.0,0.0,0,Monday
"KELLOGG'S, Garlic and Herb Crackers, ALL-BRAN",467.0,63.5,20.0,8.6,2,Monday
"Cauliflower, with salt, drained, boiled, cooked, frozen",17.0,3.16,0.2,1.61,0,Monday
"Beef, raw, all grades, separable lean and fat, chuck for stew",128.0,0.16,4.5,21.75,0,Monday
"Couscous, dry",376.0,77.43,0.6,12.76,1,Monday
"Arugula, raw",25.0,3.65,0.7,2.58,0,Monday
"Macaroni and cheese, frozen entree",149.0,17.28,6.4,5.6,0,Monday
"Nuts, with salt added, dry roasted, macadamia nuts",716.0,12.83,76.0,7.79,2,Monday
"Crustaceans, raw, dungeness, crab",86.0,0.74,1.0,17.41,0,Monday
"SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta",147.0,24.8,3.2,4.8,0,Monday
"Beverages, EAS soy protein powder, ABBOTT",405.0,43.94,3.6,47.62,1,Monday
"Babyfood, strained, creamed, corn, vegetables",57.0,14.1,0.4,1.4,0,Monday
"Chicken, flour, fried, cooked, meat and skin, dark meat, broilers or fryers",285.0,4.08,17.0,27.22,1,Monday
"Egg rolls, prepared, frozen, vegetable",214.0,31.77,7.0,5.95,1,Monday
"Salad dressing, regular, commercial, thousand island",379.0,14.64,35.0,1.09,1,Monday
"Cress, with salt, drained, boiled, cooked, garden",23.0,3.8,0.6,1.9,0,Monday
"MURRAY, Coconut Bars Cookies, COOKIE JAR CLASSICS",461.0,73.9,16.0,7.1,2,Monday
"Teff, cooked",101.0,19.86,0.7,3.87,0,Monday
"Kohlrabi, without salt, drained, boiled, cooked",29.0,6.69,0.1,1.8,0,Monday
"Cabbage, raw, savoy",27.0,6.1,0.1,2.0,0,Monday
"Rennin, prepared with 2% milk, dry mix, vanilla",77.0,12.34,1.8,3.06,0,Monday
"Fish, raw, scup",105.0,0.0,2.7,18.88,0,Monday
"Winged beans, with salt, boiled, cooked, mature seeds",147.0,14.94,5.8,10.62,0,Monday
"Beverages, DANNON Fluoride To Go, non-carbonated, bottled, water",0.001,0.03,0.0,0.0,0,Monday
"CAMPBELL'S Homestyle Microwaveable Bowls, HEALTHY REQUEST Mexican Style Tortilla",53.0,7.76,1.0,2.86,0,Monday
"Lemon juice from concentrate, REAL LEMON, bottled",17.0,5.66,0.1,0.47,0,Monday
"Bacon, meatless",309.0,5.31,30.0,11.69,1,Monday
"Cereals ready-to-eat, with real strawberries, HONEY BUNCHES OF OATS, POST",399.0,83.3,4.9,6.7,1,Monday
"Infant formula, ready-to-feed, with iron, ENFAMIL, MEAD JOHNSON",63.0,7.2,3.5,1.38,0,Monday
"TACO BELL, BURRITO SUPREME with chicken",179.0,20.51,6.4,9.84,0,Monday
"Doughnuts, with creme filling, yeast-leavened",361.0,30.0,25.0,6.4,1,Monday
"Frozen yogurts, soft-serve, chocolate",160.0,24.9,6.0,4.0,0,Monday
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",143.0,0.0,5.7,23.07,0,Monday
"Bread, whole-wheat, pita",262.0,55.89,1.7,9.8,1,Monday
"McDONALD'S, Strawberry Sundae",158.0,28.09,4.0,3.19,0,Monday
"McDONALD'S, french fries",323.0,42.58,15.0,3.41,1,Monday
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham and water product, cured",155.0,1.41,7.8,19.85,0,Monday
"KFC, skin and breading removed, meat only, Wing, ORIGINAL RECIPE, Fried Chicken",216.0,1.76,10.0,28.65,1,Monday
"Yogurt, nonfat, fruit variety",95.0,19.0,0.2,4.4,0,Monday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",254.0,0.0,19.0,19.33,1,Monday
"Puddings, prepared with 2% milk, regular, dry mix, coconut cream",104.0,17.8,2.5,3.1,0,Monday
"Fireweed, raw (Alaska Native), young leaves",44.0,6.3,0.8,3.0,0,Monday
"Pork, cooked, with added solution, composite of separable fat, fresh",585.0,0.32,60.0,10.06,2,Monday
"KELLOGG'S, Original, Pancakes, CINNABON",258.0,43.1,7.7,5.0,1,Monday
"Fast foods, round pieces or patty, hash browns, potatoes",272.0,28.88,17.0,2.58,1,Monday
"SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not included)",210.0,45.74,1.1,4.26,1,Monday
"CAMPBELL'S CHUNKY, New England Clam Chowder",81.0,9.01,3.9,2.46,0,Monday
"Rolls, made with tapioca starch and brown rice flour, whole grain, gluten-free",329.0,44.29,12.0,11.8,1,Monday
"KEEBLER, Waffle Cones",424.0,87.7,5.3,6.5,1,Monday
"Smoked link sausage, pork",309.0,0.94,28.0,11.98,1,Monday
"Bread, multi-grain (includes whole-grain)",265.0,43.34,4.2,13.36,1,Monday
"Veal, grilled, cooked, separable lean only, blade chop, shoulder",159.0,0.0,5.5,27.33,0,Monday
"Pie fillings, canned, apple",100.0,26.1,0.1,0.1,0,Monday
"TACO BELL, BURRITO SUPREME with beef",183.0,23.37,6.8,7.03,0,Monday
"Beverages, regular, cola, carbonated",42.0,10.36,0.3,0.0,0,Monday
"Mushrooms, grilled, portabella",29.0,4.44,0.6,3.28,0,Monday
"Pork, roasted, cooked, separable lean and fat, rump half, leg (ham), fresh",209.0,0.0,10.0,27.03,1,Monday
"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, rib, domestic",340.0,0.0,27.0,23.06,1,Monday
"Potatoes, as purchased, frozen, salt not added in processing, cottage-cut, french fried",153.0,23.98,5.8,2.42,0,Monday
"Chicken breast tenders, microwaved, cooked, breaded",252.0,17.56,13.0,16.35,1,Monday
"Sauce, worcestershire",78.0,19.46,0.0,0.0,0,Monday
"Potatoes, with salt, flesh, cooked without skin, boiled",86.0,20.01,0.1,1.71,0,Monday
"Pie Crust, Ready Crust, Chocolate, Cookie-type",484.0,64.48,22.0,6.08,2,Monday
"Restaurant, cheese and lettuce, soft taco with ground beef, Mexican",219.0,17.92,11.0,12.56,1,Monday
"PREGO Pasta, ready-to-serve, Diced Onion and Garlic Italian Sauce",92.0,13.85,3.5,1.54,0,Monday
"Babyfood, prepared with whole milk, rice, cereal",85.0,10.31,3.4,3.45,0,Monday
"Horseradish, prepared",48.0,11.29,0.7,1.18,0,Monday
"Chicken, batter, fried, cooked, meat and skin, drumstick, broilers or fryers",268.0,8.28,16.0,21.95,1,Monday
"Nuts, with salt added, dry roasted, pecans",710.0,13.55,74.0,9.5,2,Monday
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",201.0,0.0,9.8,26.44,0,Monday
"Blueberries, sweetened, frozen",85.0,21.95,0.1,0.4,0,Monday
"BURGER KING, with cheese, WHOPPER",250.0,16.7,15.0,11.19,1,Monday
"KELLOGG'S, Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries, POP-TARTS",398.0,70.1,11.0,4.0,1,Monday
"Bread stuffing, dry mix, cornbread",389.0,76.7,4.2,10.0,1,Monday
"Beverages, vitamins B6 and B12, pantothenic acid, niacin, with added caffeine, sugar free, RED BULL, Energy drink",5.0,0.7,0.1,0.25,0,Monday
"Salad dressing, without salt, regular, commercial, french dressing",459.0,15.58,45.0,0.77,2,Monday
"Salad dressing, soybean, imitation, mayonnaise",232.0,16.0,19.0,0.3,1,Monday
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian",219.0,0.0,12.0,25.49,1,Monday
"CAMPBELL'S HEALTHY REQUEST, condensed, Chicken Noodle Soup",47.0,6.51,1.3,2.4,0,Monday
"Beverages, Citrus,  Energy drink",45.0,11.27,0.0,0.0,0,Monday
"Mollusks, fried, cooked, mixed species, squid",175.0,7.79,7.5,17.94,0,Monday
"Rice, UNCLE BENS, cooked, parboiled, brown",147.0,31.33,0.9,3.09,0,Monday
"Croissants, apple",254.0,37.1,8.7,7.4,1,Monday
"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural Granola with Oats, QUAKER",412.0,74.67,10.0,9.66,1,Monday
"Babyfood, junior, creamed, corn, vegetables",65.0,16.25,0.4,1.4,0,Monday
"Beef, raw, separable lean and fat, boneless, tenderloin steak/roast, loin, grass-fed, imported, Australian",151.0,0.01,7.6,20.53,0,Monday
"Beverages, canned, orange and apricot juice drink",51.0,12.7,0.1,0.3,0,Monday
"Salami, 50% less sodium, sliced, dry, pork and beef, Italian",350.0,6.4,26.0,21.8,1,Monday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",153.0,0.0,6.5,22.12,0,Monday
"Cream, cultured, sour",198.0,4.63,19.0,2.44,0,Monday
Chickpea flour (besan),387.0,57.82,6.7,22.39,1,Monday
"Chicken, raw, meat and skin, back, broilers or fryers",319.0,0.0,29.0,14.05,1,Monday
"Game meat, roasted, cooked, composite of cuts, domesticated, rabbit",197.0,0.0,8.1,29.06,0,Monday
"Babyfood, strained, apples with ham",62.0,10.9,0.9,2.6,0,Monday
"Candies, semisweet chocolate",480.0,63.9,30.0,4.2,2,Monday
"Beans, canned, mature seeds, black turtle",91.0,16.55,0.3,6.03,0,Monday
"Seeds, with salt added, roasted, whole, pumpkin and squash seeds",446.0,53.75,19.0,18.55,2,Monday
"Beverages, without caffeine, with aspartame, cola or pepper-type, low calorie, carbonated",1.0,0.12,0.0,0.12,0,Monday
"Lamb, raw, separable lean and fat, loin chop, imported, New Zealand",298.0,0.22,26.0,15.4,1,Monday
"Chicken, raw, meat only, neck, broilers or fryers",154.0,0.0,8.8,17.55,0,Monday
"Snacks, salted, plain, hard, pretzels",384.0,80.39,2.9,10.04,1,Monday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",135.0,0.0,4.1,22.91,0,Monday
"SWANSON, Chicken A La King",71.0,4.03,4.0,4.7,0,Monday
"Cereals ready-to-eat, KING VITAMAN, QUAKER",381.0,83.85,3.4,6.41,1,Monday
"Squash, raw, hubbard, winter",40.0,8.7,0.5,2.0,0,Monday
"Ham, cooked, smoked, honey",122.0,7.27,2.4,17.93,0,Monday
"Cheese food, American, cold pack",331.0,8.32,24.0,19.66,1,Monday
"Pork, broiled, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",216.0,0.0,12.0,27.83,1,Monday
"Sauce, thick, white, homemade",186.0,11.61,14.0,3.99,0,Monday
"Babyfood, strained, chicken noodle, dinner",66.0,9.08,2.1,2.69,0,Monday
"Beans, solids and liquids, canned, mature seeds, pinto",82.0,15.18,0.6,4.6,0,Monday
"New england brand sausage, beef, pork",161.0,4.83,7.6,17.27,0,Monday
"Cereals ready-to-eat, DORA THE EXPLORER, GENERAL MILLS",366.0,82.8,5.7,5.6,1,Monday
"Biscuits, refrigerated dough, mixed grain",263.0,47.4,5.6,6.1,1,Monday
"Fish, raw, farmed, rainbow, trout",141.0,0.0,6.2,19.94,0,Monday
"PEPPERIDGE FARM, Explosive Pizza, Baked Snack Crackers, Goldfish",458.0,67.2,17.0,9.56,2,Monday
"MORNINGSTAR FARMS Sausage Style Recipe Crumbles, unprepared, frozen",159.0,9.9,4.6,20.2,0,Monday
"Corned beef loaf, jellied",153.0,0.0,6.1,22.9,0,Monday
"Egg, raw, fresh, whole, quail",158.0,0.41,11.0,13.05,0,Monday
"Pineapple juice, diluted with 3 volume water, unsweetened, frozen concentrate",51.0,12.67,0.0,0.4,0,Monday
"Crustaceans, moist heat, cooked, mixed species, spiny lobster",143.0,3.12,1.9,26.41,0,Monday
"Cereals ready-to-eat, OAT BLENDERS with honey & almonds, MALT-O-MEAL",379.0,77.26,4.9,7.8,1,Monday
"Beef, raw, separable lean only, hind shin, imported, New Zealand",114.0,0.0,3.1,21.46,0,Monday
"DIGIORNO Pizza, baked, frozen, thin crispy crust, cheese topping",247.0,26.47,9.9,12.96,1,Monday
"Sausage, smoked, with cheddar cheese, pork and beef",296.0,2.13,26.0,12.89,1,Monday
"Egg, fresh, raw, white",52.0,0.73,0.2,10.9,0,Monday
"MURRAY, Vanilla Sugar Wafer",527.0,70.0,26.0,3.9,2,Monday
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",170.0,0.22,6.1,28.36,0,Monday
"Cabbage, raw",25.0,5.8,0.1,1.28,0,Monday
"Babyfood, without added fluoride., GERBER, bottled, water",0.001,0.0,0.0,0.0,0,Monday
"Beverages, yellow green colored citrus soft drink with caffeine",49.0,12.83,0.0,0.0,0,Monday
"Onions, unprepared, whole, frozen",35.0,8.45,0.1,0.89,0,Monday
"Soup, prepared with equal volume water, canned, turkey vegetable",30.0,3.58,1.3,1.28,0,Monday
"Salad dressing, fat-free, thousand island dressing",132.0,29.27,1.5,0.55,0,Monday
"Macaroni and cheese loaf, pork and beef, chicken",228.0,11.63,15.0,11.76,1,Monday
"Pork, braised, cooked, with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",263.0,0.03,17.0,25.84,1,Monday
KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,222.0,11.8,11.0,19.6,1,Monday
"Salad dressing, light, mayonnaise-type",158.0,16.4,10.0,0.65,0,Monday
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, loin, domestic",310.0,0.0,27.0,16.32,1,Monday
"Dandelion greens, raw",45.0,9.2,0.7,2.7,0,Monday
"CAMPBELL'S, Tomato juice",21.0,4.12,0.0,0.82,0,Monday
"Infant formula, not reconstituted, powder, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",522.0,54.73,29.0,10.89,2,Monday
"Bagels, wheat",250.0,48.89,1.5,10.2,1,Monday
"Beverages, powder, with low-calorie sweeteners, reduced calorie, chocolate, Dairy drink mix",329.0,51.4,2.6,25.0,1,Monday
"Goose, raw, meat only, domesticated",161.0,0.0,7.1,22.75,0,Monday
"Alcoholic beverage, cooking, wine",50.0,6.3,0.0,0.5,0,Monday
"Formulated Bar, SOUTH BEACH protein bar",412.0,38.4,15.0,30.34,1,Monday
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",365.0,0.0,30.0,22.6,1,Monday
"Infant formula, ready-to-feed, with iron, GOOD START SUPREME, NESTLE",66.0,7.39,3.4,1.45,0,Monday
"Beverages, low calorie, Gatorade G2, PEPSICO QUAKER",8.0,1.94,0.0,0.05,0,Monday
"PEPPERIDGE FARM, Whole Grain Oatmeal Bread",258.0,46.5,3.7,0.01,1,Monday
"Chicken, batter, fried, cooked, meat and skin, wing, broilers or fryers",324.0,10.94,22.0,19.87,1,Monday
"Ice cream sandwich, no sugar added, light, vanilla",200.0,42.86,2.9,5.71,0,Monday
"Salmon, total can contents, canned, sockeye",153.0,0.0,7.2,20.63,0,Monday
"Potatoes, unprepared, frozen, salt not added in processing, steak cut, french fried",138.0,24.31,3.4,2.4,0,Monday
"Corn, steamed (Navajo), white",386.0,75.2,5.2,9.72,1,Monday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak/roast",156.0,0.0,7.5,21.99,0,Monday
"Rolls, made with low fat (2%) milk, prepared from recipe, plain, dinner",316.0,53.4,7.3,8.5,1,Monday
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",249.0,0.0,15.0,27.27,1,Monday
"Tomatillos, raw",32.0,5.84,1.0,0.96,0,Monday
"Potatoes, unprepared, with butter sauce, frozen, hash brown",135.0,18.28,6.7,1.87,0,Monday
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",376.0,23.0,25.0,13.73,1,Monday
"Nance, unsweetened, frozen",73.0,16.97,1.2,0.66,0,Monday
"Veal, raw, external fat only",503.0,0.89,52.0,8.85,2,Monday
"Pork, raw, separable lean and fat, boneless, sirloin (chops or roasts), loin, fresh",133.0,0.0,4.1,22.49,0,Monday
"Beef, raw, separable lean and fat, flat, imported, New Zealand",177.0,0.0,11.0,20.57,0,Monday
"Soup, low sodium, prepared with water, canned, vegetable chicken",69.0,8.76,2.0,5.1,0,Monday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",220.0,0.14,13.0,26.5,1,Monday
"KELLOGG'S, Corn Flakes Crumbs",367.0,84.4,0.4,7.5,1,Monday
"KASHI, Happy Trail Mix Cookies, TLC",451.0,63.86,18.0,8.1,2,Monday
"Alcoholic Beverage, Syrah, red, table, wine",83.0,2.58,0.0,0.07,0,Monday
"Milk, reduced sugar, lowfat, chocolate",54.0,7.68,1.0,3.43,0,Monday
"Grapes, raw, red or green (European type, such as Thompson seedless)",69.0,18.1,0.2,0.72,0,Monday
"Cereals ready-to-eat, touch of brown sugar, SPECIAL K gluten free, KELLOGG'S",369.0,86.5,2.5,6.09,1,Monday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",182.0,0.0,7.1,27.52,0,Monday
"Pate de foie gras, smoked, canned (goose liver pate)",462.0,4.67,44.0,11.4,2,Monday
"MURRAY, Pecan Shortbread Cookies, SUGAR FREE",514.0,57.3,34.0,5.9,2,Monday
"Beef, raw,  external fat, grass-fed, imported, Australian",509.0,0.39,51.0,11.32,2,Monday
"Sapodilla, raw",83.0,19.96,1.1,0.44,0,Monday
"Burrito, frozen, beef and bean",239.0,30.84,9.6,7.26,1,Monday
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",143.0,0.0,6.9,20.35,0,Monday
"Candies, peanut butter, confectioner's coating",529.0,46.88,30.0,18.3,2,Monday
"Beef, baked, cooked, loaf, 80% lean meat / 20% fat, ground",254.0,0.0,16.0,25.25,1,Monday
"Cowpeas, plain, canned, mature seeds, common (blackeyes, crowder, southern)",77.0,13.63,0.6,4.74,0,Monday
"Milk, with added vitamin A and vitamin D, whole, commercial, fluid, chocolate",83.0,10.34,3.4,3.17,0,Monday
"Nuts, raw, macadamia nuts",718.0,13.82,76.0,7.91,2,Monday
"Fish, raw, mixed species, grouper",92.0,0.0,1.0,19.38,0,Monday
"Whale, eyes (Alaska Native), beluga",291.0,0.0,23.0,19.6,1,Monday
"Cookies, made with margarine, prepared from recipe, chocolate chip",488.0,58.4,28.0,5.7,2,Monday
"Restaurant, without meat or noodles, vegetable chow mein, Chinese",43.0,5.74,1.7,1.34,0,Monday
"Potatoes, unprepared, dry mix, au gratin",314.0,74.31,3.7,8.9,1,Monday
"Pancakes, dry mix, special dietary",349.0,73.9,1.4,8.9,1,Monday
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",154.0,0.0,7.4,21.85,0,Monday
"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",20.0,3.1,0.4,2.3,0,Monday
"Guava nectar, canned, with sucralose",48.0,13.3,0.1,0.3,0,Monday
